cluster,annotation_type,gene
3,binds to ARPC4,TPRKB
4,binds to ARPC1B,TPRKB
5,binds to GON7,TPRKB
0,PTM - Phosphoserine,TPRN
1,PTM - Phosphoserine,TPRN
2,PTM - Phosphoserine,TPRN
3,PTM - Phosphoserine,TPRN
4,PTM - Phosphoserine,TPRN
5,PTM - Phosphoserine,TPRN
0,DNA binding,TPRX1
1,DNA binding,TPRX1
2,DNA binding,TPRX1
3,DNA binding,TPRX1
4,DNA binding,TPRX1
5,DNA binding,TPRX1
0,DNA binding,TPRXL
1,DNA binding,TPRXL
2,DNA binding,TPRXL
3,DNA binding,TPRXL
4,DNA binding,TPRXL
5,DNA binding,TPRXL
0,PTM - N-acetylalanine,TPR
1,binds to APC,TPR
2,PTM - N-acetylalanine,TPR
3,PTM - N-acetylalanine,TPR
4,binds to APC,TPR
5,PTM - N-acetylalanine,TPR
0,Active site,TPSAB1
0,Active site,TPSD1
2,Active site,TPSD1
0,Active site,TPSG1
1,Active site,TPSG1
3,Active site,TPSG1
5,Active site,TPSG1
0,binds to SELPLG,TPST1
1,binds to SELPLG,TPST1
2,binds to SELPLG,TPST1
3,binds to SELPLG,TPST1
4,binds to SELPLG,TPST1
0,Active site,TPST2
1,Sensor for electrophilic agents,TPST2
2,Binding site,TPST2
3,Active site,TPST2
4,Binding site,TPST2
0,binds to STEAP3,TPT1
1,binds to TSC22D1,TPT1
2,binds to RBBP6,TPT1
3,binds to ATP1A1,TPT1
0,binds to BRCA1,TPTE2
1,binds to BRCA1,TPTE2
2,Active site,TPTE2
3,binds to BRCA1,TPTE2
0,binds to TUBB3,TPTE
1,binds to TUBB3,TPTE
2,binds to TUBB3,TPTE
3,binds to TUBB3,TPTE
4,binds to TUBB3,TPTE
5,binds to TUBB3,TPTE
0,PTM - Phosphothreonine,TPX2
1,binds to AURKA,TPX2
2,PTM - Phosphothreonine,TPX2
3,binds to AURKA,TPX2
4,PTM - Phosphothreonine,TPX2
5,PTM - Phosphothreonine,TPX2
0,binds to PPP1CC,TRA2A
1,binds to PPP1CC,TRA2A
2,PTM - N-acetylserine,TRA2A
3,binds to PPP1CC,TRA2A
4,binds to PPP1CC,TRA2A
5,binds to PPP1CC,TRA2A
0,binds to CLK1,TRA2B
1,binds to CDK6,TRA2B
2,binds to IVNS1ABP,TRA2B
3,PTM - N-acetylserine,TRA2B
4,PTM - N-acetylserine,TRA2B
5,binds to RAN,TRA2B
0,PTM - N-acetylmethionine,TRABD
1,PTM - N-acetylmethionine,TRABD
2,PTM - N-acetylmethionine,TRABD
3,PTM - N-acetylmethionine,TRABD
4,PTM - N-acetylmethionine,TRABD
5,PTM - N-acetylmethionine,TRABD
0,binds to CHUK,TRADD
1,binds to TRAF2,TRADD
2,binds to CHUK,TRADD
3,binds to HIPK2,TRADD
0,binds to TRAF2,TRAF1
1,PTM - Phosphoserine,TRAF1
2,binds to TANK,TRAF1
3,binds to PSMB1,TRAF1
4,binds to TRAF2,TRAF1
5,binds to CD40,TRAF1
0,binds to TRAF1,TRAF2
1,PTM - N-acetylalanine,TRAF2
2,binds to TNFRSF1B,TRAF2
3,binds to TRAF1,TRAF2
4,binds to TRADD,TRAF2
5,binds to AASDHPPT,TRAF2
0,binds to ABI2,TRAF3IP1
1,PTM - Phosphoserine,TRAF3IP1
2,binds to ABI2,TRAF3IP1
3,PTM - Phosphoserine,TRAF3IP1
4,PTM - Phosphoserine,TRAF3IP1
5,binds to ABI2,TRAF3IP1
0,binds to ABCC1,TRAF3
1,binds to ABCC1,TRAF3
2,binds to TRAF5,TRAF3
3,PTM - Phosphoserine,TRAF3
4,PTM - Phosphoserine,TRAF3
5,binds to TRAF5,TRAF3
0,binds to ALKBH4,TRAF4
1,binds to ATOSB,TRAF4
2,binds to FTH1,TRAF4
3,binds to UBL4A,TRAF4
4,binds to ACTN1,TRAF4
5,binds to ACTN1,TRAF4
0,binds to TRAF3,TRAF5
1,binds to CAPNS1,TRAF5
2,binds to TRAF3,TRAF5
3,binds to CAPNS1,TRAF5
4,binds to CCDC184,TRAF5
5,binds to TRAF3,TRAF5
0,binds to TRAF5,TRAF6
1,binds to TRAF2,TRAF6
2,binds to CALCOCO2,TRAF6
3,binds to AKT1,TRAF6
4,binds to MAVS,TRAF6
5,binds to UBE2E1,TRAF6
0,PTM - Phosphoserine,TRAF7
1,PTM - Phosphoserine,TRAF7
2,PTM - Phosphoserine,TRAF7
3,PTM - Phosphoserine,TRAF7
0,binds to HTT,TRAFD1
1,binds to HTT,TRAFD1
2,binds to HTT,TRAFD1
3,PTM - N-acetylalanine,TRAFD1
4,PTM - N-acetylalanine,TRAFD1
5,binds to HTT,TRAFD1
0,binds to TRAF2,TRAIP
1,binds to TRAF2,TRAIP
2,binds to TRAF2,TRAIP
3,binds to TRAF2,TRAIP
4,binds to TRAF2,TRAIP
5,binds to TRAF2,TRAIP
0,PTM - Phosphoserine,TRAK1
1,PTM - Phosphoserine,TRAK1
2,PTM - Phosphoserine,TRAK1
3,PTM - Phosphoserine,TRAK1
0,PTM - Phosphoserine,TRAK2
1,PTM - Phosphoserine,TRAK2
2,PTM - Phosphoserine,TRAK2
3,PTM - Phosphoserine,TRAK2
4,PTM - Phosphoserine,TRAK2
5,PTM - Phosphoserine,TRAK2
0,PTM - Phosphoserine,TRAM1
1,PTM - Phosphoserine,TRAM1
2,PTM - Phosphoserine,TRAM1
3,PTM - Phosphoserine,TRAM1
4,PTM - Phosphoserine,TRAM1
1,binds to GZMM,TRAP1
2,binds to RB1,TRAP1
4,binds to EXT1,TRAP1
0,PTM - Phosphoserine,TRAPPC10
1,PTM - Phosphoserine,TRAPPC10
2,PTM - Phosphoserine,TRAPPC10
3,PTM - Phosphoserine,TRAPPC10
4,PTM - Phosphoserine,TRAPPC10
5,PTM - Phosphoserine,TRAPPC10
0,PTM - N6-acetyllysine,TRAPPC11
1,PTM - N6-acetyllysine,TRAPPC11
2,PTM - N6-acetyllysine,TRAPPC11
3,PTM - N6-acetyllysine,TRAPPC11
4,PTM - N6-acetyllysine,TRAPPC11
5,PTM - N6-acetyllysine,TRAPPC11
0,PTM - Phosphoserine,TRAPPC12
1,PTM - Phosphoserine,TRAPPC12
2,PTM - Phosphoserine,TRAPPC12
3,PTM - Phosphoserine,TRAPPC12
4,PTM - Phosphoserine,TRAPPC12
5,PTM - Phosphoserine,TRAPPC12
0,binds to TRIM42,TRAPPC2
1,PTM - Phosphoserine,TRAPPC2
2,binds to ABRA,TRAPPC2
3,binds to EIF3C,TRAPPC2
4,binds to ENO1,TRAPPC2
5,binds to TRIM42,TRAPPC2
0,binds to TRAPPC6B,TRAPPC3
1,binds to CDC45,TRAPPC3
2,binds to TRAPPC1,TRAPPC3
3,binds to TRAPPC5,TRAPPC3
4,binds to TRAPPC8,TRAPPC3
5,binds to CDC45,TRAPPC3
0,binds to PRSS23,TRAPPC4
1,binds to TFIP11,TRAPPC4
2,binds to AASDHPPT,TRAPPC4
3,binds to MED4,TRAPPC4
4,binds to TRAPPC3L,TRAPPC4
0,binds to TRAPPC3L,TRAPPC5
1,binds to A2M,TRAPPC5
2,binds to A2M,TRAPPC5
3,binds to A2M,TRAPPC5
0,PTM - Phosphoserine,TRAPPC6A
1,binds to TRAPPC3,TRAPPC6A
2,binds to TRAPPC6B,TRAPPC6A
3,binds to TRAPPC3L,TRAPPC6A
4,binds to TRAPPC4,TRAPPC6A
5,PTM - Phosphoserine,TRAPPC6A
0,binds to TRAPPC6A,TRAPPC6B
1,binds to TRAPPC10,TRAPPC6B
2,binds to TRAPPC3L,TRAPPC6B
3,binds to TRAPPC3,TRAPPC6B
4,binds to TRAPPC10,TRAPPC6B
5,binds to TRAPPC4,TRAPPC6B
0,PTM - Phosphoserine,TRAPPC8
1,PTM - Phosphoserine,TRAPPC8
2,PTM - Phosphoserine,TRAPPC8
3,PTM - Phosphoserine,TRAPPC8
4,PTM - Phosphoserine,TRAPPC8
5,PTM - Phosphoserine,TRAPPC8
0,PTM - Phosphoserine,TRAPPC9
1,PTM - Phosphoserine,TRAPPC9
2,PTM - Phosphoserine,TRAPPC9
3,PTM - Phosphoserine,TRAPPC9
4,PTM - Phosphoserine,TRAPPC9
5,PTM - Phosphoserine,TRAPPC9
0,PTM - Phosphoserine,TRAT1
1,PTM - Phosphoserine,TRAT1
2,PTM - Phosphoserine,TRAT1
3,PTM - Phosphoserine,TRAT1
0,binds to GBE1,TRDMT1
1,Active site,TRDMT1
2,binds to STX1A,TRDMT1
3,binds to DDX24,TRDMT1
4,binds to SNRPD3,TRDMT1
5,Active site,TRDMT1
1,Binding site,TREH
3,Active site,TREH
2,Binding site,TREM2
3,Sensor for electrophilic agents,TREM2
5,Binding site,TREM2
0,binds to NR5A1,TRERF1
1,binds to NR5A1,TRERF1
2,PTM - Phosphoserine,TRERF1
3,binds to NR5A1,TRERF1
4,binds to NR5A1,TRERF1
5,binds to NR5A1,TRERF1
0,binds to KRTAP10-7,TREX1
1,binds to IFT20,TREX1
2,binds to VKORC1,TREX1
3,Active site,TREX1
4,Binding site,TREX1
5,binds to IFT20,TREX1
0,binds to ATF4,TREX2
1,binds to ATF4,TREX2
2,binds to ATF4,TREX2
3,binds to ATF4,TREX2
4,binds to ATF4,TREX2
0,Active site,TRHDE
1,Active site,TRHDE
2,Binding site,TRHDE
3,Active site,TRHDE
4,Binding site,TRHDE
5,Active site,TRHDE
0,binds to ARRB1,TRHR
1,binds to TRH,TRHR
2,binds to TRH,TRHR
3,binds to TRH,TRHR
2,PTM - Proline amide,TRH
3,PTM - Proline amide,TRH
5,PTM - Proline amide,TRH
0,PTM - N-acetylmethionine,TRIAP1
1,binds to UBQLN1,TRIAP1
2,binds to AMY2A,TRIAP1
3,PTM - N-acetylmethionine,TRIAP1
4,PTM - N-acetylmethionine,TRIAP1
5,binds to UBQLN1,TRIAP1
0,binds to ALOX12,TRIB1
1,binds to ALOX12,TRIB1
2,binds to COP1,TRIB1
3,binds to ALOX12,TRIB1
4,binds to ALOX12,TRIB1
0,binds to BTRC,TRIB2
1,binds to BTRC,TRIB2
2,binds to SMURF1,TRIB2
3,binds to PRMT6,TRIB2
4,binds to SMURF1,TRIB2
5,binds to BTRC,TRIB2
0,PTM - Phosphoserine,TRIB3
1,binds to SMURF1,TRIB3
2,binds to ATF4,TRIB3
3,binds to BMPR2,TRIB3
4,PTM - Phosphoserine,TRIB3
5,binds to BMPR2,TRIB3
0,Binding site,TRIM10
1,Binding site,TRIM10
2,Binding site,TRIM10
3,Binding site,TRIM10
4,Binding site,TRIM10
5,Binding site,TRIM10
0,binds to TRIM35,TRIM11
1,Binding site,TRIM11
2,binds to TRIM35,TRIM11
3,PTM - Phosphoserine,TRIM11
4,binds to MT-RNR2,TRIM11
5,PTM - Phosphoserine,TRIM11
0,Binding site,TRIM13
1,Binding site,TRIM13
2,Binding site,TRIM13
3,Binding site,TRIM13
4,Binding site,TRIM13
0,Binding site,TRIM14
1,Binding site,TRIM14
2,Binding site,TRIM14
3,Binding site,TRIM14
4,Binding site,TRIM14
5,Binding site,TRIM14
0,Binding site,TRIM15
1,Binding site,TRIM15
2,Binding site,TRIM15
3,Binding site,TRIM15
4,Binding site,TRIM15
5,Binding site,TRIM15
0,Binding site,TRIM16
1,Binding site,TRIM16
2,Binding site,TRIM16
3,Binding site,TRIM16
4,Binding site,TRIM16
5,Binding site,TRIM16
0,binds to TRIM39,TRIM17
1,binds to TRIM41,TRIM17
2,binds to TRIM39,TRIM17
3,Binding site,TRIM17
0,binds to TRIM39,TRIM21
1,binds to CASP8AP2,TRIM21
2,binds to CUL1,TRIM21
3,binds to APC,TRIM21
4,binds to IGHG1,TRIM21
5,binds to CASP8AP2,TRIM21
0,Binding site,TRIM22
1,Binding site,TRIM22
2,Binding site,TRIM22
3,Binding site,TRIM22
4,Binding site,TRIM22
0,Binding site,TRIM23
1,Binding site,TRIM23
2,Binding site,TRIM23
3,binds to ARHGEF3,TRIM23
4,Binding site,TRIM23
5,binds to PSMA1,TRIM23
0,binds to ATF4,TRIM24
1,PTM - Phosphothreonine,TRIM24
2,PTM - Phosphothreonine,TRIM24
3,binds to H4C1,TRIM24
4,binds to ATF4,TRIM24
5,Binding site,TRIM24
0,binds to UBE2D4,TRIM25
1,binds to APC,TRIM25
2,binds to C9orf78,TRIM25
3,binds to APC,TRIM25
4,binds to APC,TRIM25
5,binds to TSG101,TRIM25
0,Binding site,TRIM26
1,Binding site,TRIM26
2,Binding site,TRIM26
3,Binding site,TRIM26
0,Binding site,TRIM27
1,binds to CHUK,TRIM27
2,Binding site,TRIM27
3,binds to TRIM21,TRIM27
0,PTM - N-acetylalanine,TRIM28
1,binds to BRCC3,TRIM28
2,Binding site,TRIM28
3,binds to CHD3,TRIM28
4,PTM - N-acetylalanine,TRIM28
5,binds to BRCC3,TRIM28
0,Binding site,TRIM29
1,Binding site,TRIM29
2,Binding site,TRIM29
3,Binding site,TRIM29
4,PTM - Phosphoserine,TRIM29
5,Binding site,TRIM29
0,Binding site,TRIM2
1,Binding site,TRIM2
2,Binding site,TRIM2
3,Binding site,TRIM2
4,Binding site,TRIM2
5,Binding site,TRIM2
0,binds to MAGEA1,TRIM31
1,Binding site,TRIM31
2,Binding site,TRIM31
3,Binding site,TRIM31
4,Binding site,TRIM31
5,Binding site,TRIM31
0,PTM - N-acetylalanine,TRIM32
1,PTM - N-acetylalanine,TRIM32
2,PTM - N-acetylalanine,TRIM32
3,binds to UBE2V1,TRIM32
4,PTM - N-acetylalanine,TRIM32
5,binds to ABI2,TRIM32
0,binds to CDK9,TRIM33
1,PTM - Asymmetric dimethylarginine; alternate,TRIM33
2,binds to H3C1,TRIM33
3,binds to CDK9,TRIM33
4,Binding site,TRIM33
5,binds to CDK9,TRIM33
0,Binding site,TRIM34
1,binds to TRIM5,TRIM34
2,binds to BIRC2,TRIM34
3,Binding site,TRIM34
4,binds to BIRC2,TRIM34
5,binds to TRIM5,TRIM34
0,Binding site,TRIM35
1,PTM - N-acetylmethionine,TRIM35
2,binds to TRIM11,TRIM35
3,binds to PAN2,TRIM35
4,binds to TRIM11,TRIM35
5,binds to TRIM11,TRIM35
0,Binding site,TRIM36
1,Binding site,TRIM36
2,Binding site,TRIM36
3,Binding site,TRIM36
0,binds to ANKRD11,TRIM37
1,PTM - N-acetylmethionine,TRIM37
2,binds to ANKRD11,TRIM37
3,binds to ANKRD11,TRIM37
4,Binding site,TRIM37
5,PTM - N-acetylmethionine,TRIM37
0,Binding site,TRIM38
1,Binding site,TRIM38
2,Binding site,TRIM38
3,Binding site,TRIM38
4,Binding site,TRIM38
5,PTM - Phosphoserine,TRIM38
0,Binding site,TRIM39
1,binds to TRIM17,TRIM39
2,binds to OTUD6A,TRIM39
3,binds to LXN,TRIM39
4,binds to ABL1,TRIM39
5,binds to USP5,TRIM39
0,Binding site,TRIM3
1,Binding site,TRIM3
2,Binding site,TRIM3
3,Binding site,TRIM3
4,Binding site,TRIM3
5,PTM - N-acetylalanine,TRIM3
0,Binding site,TRIM40
1,Binding site,TRIM40
2,Binding site,TRIM40
0,PTM - Phosphothreonine,TRIM41
1,binds to TRIM17,TRIM41
2,PTM - Phosphothreonine,TRIM41
3,binds to AEN,TRIM41
4,binds to TRIM17,TRIM41
0,Binding site,TRIM42
1,Binding site,TRIM42
2,Binding site,TRIM42
3,Binding site,TRIM42
0,Binding site,TRIM43
1,Binding site,TRIM43
2,Binding site,TRIM43
3,Binding site,TRIM43
4,Binding site,TRIM43
5,Binding site,TRIM43
0,Binding site,TRIM44
1,PTM - Phosphoserine,TRIM44
2,Binding site,TRIM44
3,Binding site,TRIM44
4,Binding site,TRIM44
5,Binding site,TRIM44
0,Binding site,TRIM45
1,Binding site,TRIM45
2,Binding site,TRIM45
3,binds to UBE2D3,TRIM45
4,Binding site,TRIM45
5,Binding site,TRIM45
0,Binding site,TRIM46
1,Binding site,TRIM46
2,PTM - Phosphoserine,TRIM46
3,Binding site,TRIM46
4,Binding site,TRIM46
0,Binding site,TRIM47
1,Binding site,TRIM47
2,Binding site,TRIM47
3,Binding site,TRIM47
4,Binding site,TRIM47
5,Binding site,TRIM47
0,Binding site,TRIM48
1,Binding site,TRIM48
2,Binding site,TRIM48
3,Binding site,TRIM48
4,Binding site,TRIM48
5,Binding site,TRIM48
0,Binding site,TRIM49B
1,Binding site,TRIM49B
2,Binding site,TRIM49B
3,Binding site,TRIM49B
4,Binding site,TRIM49B
5,Binding site,TRIM49B
0,Binding site,TRIM49C
1,Binding site,TRIM49C
2,Binding site,TRIM49C
3,Binding site,TRIM49C
4,Binding site,TRIM49C
5,Binding site,TRIM49C
0,Binding site,TRIM49
1,Binding site,TRIM49
2,Binding site,TRIM49
3,Binding site,TRIM49
4,Binding site,TRIM49
5,Binding site,TRIM49
0,Binding site,TRIM4
1,Binding site,TRIM4
2,Binding site,TRIM4
3,Binding site,TRIM4
0,Binding site,TRIM50
1,PTM - N6-acetyllysine,TRIM50
2,Binding site,TRIM50
3,Binding site,TRIM50
4,Binding site,TRIM50
5,Binding site,TRIM50
0,Binding site,TRIM51
1,Binding site,TRIM51
2,Binding site,TRIM51
3,Binding site,TRIM51
4,Binding site,TRIM51
5,Binding site,TRIM51
0,Binding site,TRIM52
1,Binding site,TRIM52
2,binds to NEDD4,TRIM52
3,Binding site,TRIM52
4,binds to NEDD4,TRIM52
5,Binding site,TRIM52
0,Binding site,TRIM54
1,binds to MID2,TRIM54
2,binds to TRIM63,TRIM54
3,binds to BYSL,TRIM54
4,Binding site,TRIM54
5,Binding site,TRIM54
0,Binding site,TRIM55
1,binds to TRIM63,TRIM55
2,Binding site,TRIM55
3,Binding site,TRIM55
4,Binding site,TRIM55
5,Binding site,TRIM55
0,Binding site,TRIM56
1,Binding site,TRIM56
2,Binding site,TRIM56
3,PTM - Phosphothreonine,TRIM56
4,Binding site,TRIM56
5,Binding site,TRIM56
0,Binding site,TRIM58
1,Binding site,TRIM58
2,Binding site,TRIM58
3,Binding site,TRIM58
4,Binding site,TRIM58
5,Binding site,TRIM58
0,Binding site,TRIM59
1,Binding site,TRIM59
2,Binding site,TRIM59
3,Binding site,TRIM59
4,Binding site,TRIM59
5,Binding site,TRIM59
0,binds to OTUB2,TRIM5
1,binds to TRIM34,TRIM5
2,binds to OTUB2,TRIM5
3,binds to BTBD2,TRIM5
4,binds to TRIM6,TRIM5
5,binds to BTBD2,TRIM5
0,Binding site,TRIM60
1,Binding site,TRIM60
2,Binding site,TRIM60
3,Binding site,TRIM60
4,Binding site,TRIM60
5,Binding site,TRIM60
0,Binding site,TRIM61
1,Binding site,TRIM61
2,Binding site,TRIM61
3,Binding site,TRIM61
4,Binding site,TRIM61
5,Binding site,TRIM61
0,Binding site,TRIM62
1,Binding site,TRIM62
2,Binding site,TRIM62
3,Binding site,TRIM62
4,Binding site,TRIM62
5,Binding site,TRIM62
0,binds to TRIM54,TRIM63
1,binds to PIAS1,TRIM63
2,binds to AK1,TRIM63
3,binds to ACTA1,TRIM63
4,Binding site,TRIM63
5,Binding site,TRIM63
0,Binding site,TRIM64B
1,Binding site,TRIM64B
2,Binding site,TRIM64B
3,Binding site,TRIM64B
4,Binding site,TRIM64B
5,Binding site,TRIM64B
0,Binding site,TRIM64C
1,Binding site,TRIM64C
2,Binding site,TRIM64C
3,Binding site,TRIM64C
4,Binding site,TRIM64C
5,Binding site,TRIM64C
0,Binding site,TRIM65
1,Binding site,TRIM65
2,Binding site,TRIM65
3,PTM - N-acetylalanine,TRIM65
4,Binding site,TRIM65
5,Binding site,TRIM65
0,Binding site,TRIM66
1,Binding site,TRIM66
2,Binding site,TRIM66
3,Binding site,TRIM66
4,Binding site,TRIM66
5,Binding site,TRIM66
0,Binding site,TRIM67
1,Binding site,TRIM67
2,Binding site,TRIM67
3,Binding site,TRIM67
4,Binding site,TRIM67
5,Binding site,TRIM67
0,Binding site,TRIM68
1,Binding site,TRIM68
2,binds to UBE2U,TRIM68
3,binds to UBE2U,TRIM68
0,binds to ASNS,TRIM69
1,PTM - Phosphoserine,TRIM69
2,binds to ATP5MC1,TRIM69
3,binds to ASNS,TRIM69
0,binds to TRIM5,TRIM6
1,Binding site,TRIM6
2,binds to TRIM5,TRIM6
3,Binding site,TRIM6
4,Binding site,TRIM6
5,binds to TRIM5,TRIM6
0,Binding site,TRIM71
1,Binding site,TRIM71
2,Binding site,TRIM71
3,Binding site,TRIM71
4,PTM - N-acetylalanine,TRIM71
5,Binding site,TRIM71
0,PTM - S-nitrosocysteine,TRIM72
1,PTM - S-nitrosocysteine,TRIM72
2,PTM - S-nitrosocysteine,TRIM72
3,Binding site,TRIM72
4,PTM - S-nitrosocysteine,TRIM72
5,PTM - S-nitrosocysteine,TRIM72
0,Binding site,TRIM73
1,Binding site,TRIM73
2,Binding site,TRIM73
3,Binding site,TRIM73
4,Binding site,TRIM73
5,Binding site,TRIM73
0,Binding site,TRIM74
1,Binding site,TRIM74
2,Binding site,TRIM74
3,Binding site,TRIM74
4,Binding site,TRIM74
5,Binding site,TRIM74
0,Binding site,TRIM77
1,Binding site,TRIM77
2,Binding site,TRIM77
3,Binding site,TRIM77
4,Binding site,TRIM77
5,Binding site,TRIM77
0,PTM - Phosphoserine; by RPS6KA5,TRIM7
1,Binding site,TRIM7
2,Binding site,TRIM7
3,Binding site,TRIM7
0,binds to AP3M1,TRIM9
1,PTM - Phosphothreonine,TRIM9
2,Binding site,TRIM9
3,PTM - Phosphothreonine,TRIM9
4,binds to SNAP25,TRIM9
5,PTM - Phosphothreonine,TRIM9
0,Binding site,TRIML2
1,Binding site,TRIML2
2,Binding site,TRIML2
3,Binding site,TRIML2
4,Binding site,TRIML2
5,Binding site,TRIML2
0,PTM - Phosphoserine,TRIOBP
1,PTM - Phosphoserine,TRIOBP
2,PTM - Phosphoserine,TRIOBP
3,PTM - Phosphoserine,TRIOBP
4,PTM - Phosphoserine,TRIOBP
5,PTM - Phosphoserine,TRIOBP
0,binds to BCAS2,TRIO
1,binds to BCAS2,TRIO
2,binds to BCAS2,TRIO
3,binds to BCAS2,TRIO
4,binds to BCAS2,TRIO
5,binds to BCAS2,TRIO
0,binds to RHOQ,TRIP10
1,binds to ABL2,TRIP10
2,binds to SMURF1,TRIP10
3,binds to ABL2,TRIP10
4,binds to ARHGAP12,TRIP10
5,binds to ABL2,TRIP10
0,PTM - N-acetylserine,TRIP11
1,binds to ARNT,TRIP11
2,PTM - N-acetylserine,TRIP11
3,PTM - N-acetylserine,TRIP11
4,PTM - N-acetylserine,TRIP11
5,PTM - N-acetylserine,TRIP11
0,Active site,TRIP12
1,Active site,TRIP12
2,Active site,TRIP12
3,Active site,TRIP12
4,Active site,TRIP12
5,Active site,TRIP12
0,binds to MSH2,TRIP13
1,Binding site,TRIP13
2,binds to KYAT1,TRIP13
3,binds to RAB9A,TRIP13
4,binds to ALYREF,TRIP13
5,binds to ALYREF,TRIP13
0,binds to PPARG,TRIP4
1,PTM - N-acetylalanine,TRIP4
2,PTM - N-acetylalanine,TRIP4
3,binds to NEK6,TRIP4
4,binds to XBP1,TRIP4
5,PTM - N-acetylalanine,TRIP4
0,binds to ADAMTSL4,TRIP6
1,binds to ADAMTSL4,TRIP6
2,binds to ADAMTSL4,TRIP6
3,binds to ZYX,TRIP6
0,binds to HGH1,TRIT1
1,binds to SHE,TRIT1
2,Binding site,TRIT1
3,binds to HGH1,TRIT1
4,binds to HGH1,TRIT1
5,binds to HGH1,TRIT1
0,PTM - Phosphoserine,TRMT10A
1,PTM - Phosphoserine,TRMT10A
2,PTM - Phosphoserine,TRMT10A
3,PTM - Phosphoserine,TRMT10A
4,PTM - Phosphoserine,TRMT10A
5,PTM - Phosphoserine,TRMT10A
4,PTM - Phosphoserine,TRMT10C
0,binds to UPF1,TRMT112
1,binds to NOP56,TRMT112
2,binds to SRSF11,TRMT112
3,PTM - Phosphoserine,TRMT112
4,binds to SAFB,TRMT112
5,binds to UPF1,TRMT112
0,PTM - N-acetylalanine,TRMT11
1,PTM - N-acetylalanine,TRMT11
2,PTM - N-acetylalanine,TRMT11
3,PTM - N-acetylalanine,TRMT11
4,PTM - N-acetylalanine,TRMT11
5,PTM - N-acetylalanine,TRMT11
0,Binding site,TRMT12
1,Binding site,TRMT12
2,Binding site,TRMT12
3,Binding site,TRMT12
4,Binding site,TRMT12
5,Binding site,TRMT12
0,Binding site,TRMT13
1,Binding site,TRMT13
2,Binding site,TRMT13
3,Binding site,TRMT13
4,Binding site,TRMT13
5,Binding site,TRMT13
0,Binding site,TRMT1L
1,PTM - Phosphothreonine,TRMT1L
2,Binding site,TRMT1L
3,Binding site,TRMT1L
4,Binding site,TRMT1L
5,Binding site,TRMT1L
0,PTM - Phosphoserine,TRMT1
2,Binding site,TRMT1
3,Sensor for electrophilic agents,TRMT1
5,Binding site,TRMT1
0,binds to GADD45G,TRMT2A
1,Active site,TRMT2A
2,binds to GADD45G,TRMT2A
3,Active site,TRMT2A
0,Active site,TRMT2B
1,Active site,TRMT2B
3,Active site,TRMT2B
4,Active site,TRMT2B
5,Active site,TRMT2B
0,PTM - Phosphoserine,TRMT44
1,PTM - Phosphoserine,TRMT44
2,PTM - Phosphoserine,TRMT44
3,PTM - Phosphoserine,TRMT44
4,PTM - Phosphoserine,TRMT44
5,PTM - Phosphoserine,TRMT44
0,Binding site,TRMT5
1,Binding site,TRMT5
2,Binding site,TRMT5
3,Binding site,TRMT5
4,Binding site,TRMT5
5,Binding site,TRMT5
0,PTM - N-acetylserine,TRMT61A
1,binds to MARS1,TRMT61A
2,binds to TRMT6,TRMT61A
3,binds to MARS1,TRMT61A
4,binds to KPNA1,TRMT61A
5,binds to TRMT6,TRMT61A
0,binds to FAM9B,TRMT61B
1,binds to FAM9B,TRMT61B
2,binds to FAM9B,TRMT61B
3,binds to FAM9B,TRMT61B
4,Binding site,TRMT61B
5,binds to FAM9B,TRMT61B
0,binds to STK24,TRMT6
1,binds to FOXJ1,TRMT6
2,binds to NAPA,TRMT6
3,binds to DDI2,TRMT6
4,binds to FOXJ1,TRMT6
5,binds to DDI2,TRMT6
0,Active site,TRMU
1,Active site,TRMU
2,Binding site,TRMU
3,Active site,TRMU
4,Active site,TRMU
5,Binding site,TRMU
0,binds to BASP1,TRNT1
1,binds to RAD23A,TRNT1
2,binds to OGFOD1,TRNT1
3,binds to BASP1,TRNT1
4,PTM - Phosphoserine,TRNT1
5,binds to CPOX,TRNT1
0,PTM - Phosphoserine,TROAP
1,PTM - Phosphoserine,TROAP
2,PTM - Phosphoserine,TROAP
3,PTM - Phosphoserine,TROAP
4,PTM - Phosphoserine,TROAP
5,PTM - Phosphoserine,TROAP
0,Binding site,TRPA1
1,Binding site,TRPA1
2,Binding site,TRPA1
3,Sensor for electrophilic agents,TRPA1
4,Binding site,TRPA1
5,Binding site,TRPA1
0,Binding site,TRPC1
1,Binding site,TRPC1
2,Binding site,TRPC1
3,Binding site,TRPC1
4,Binding site,TRPC1
5,Binding site,TRPC1
0,Binding site,TRPC3
1,Binding site,TRPC3
2,Binding site,TRPC3
3,Binding site,TRPC3
0,PTM - N-acetylalanine,TRPC4AP
1,PTM - N-acetylalanine,TRPC4AP
2,PTM - N-acetylalanine,TRPC4AP
3,PTM - N-acetylalanine,TRPC4AP
4,PTM - N-acetylalanine,TRPC4AP
5,PTM - N-acetylalanine,TRPC4AP
0,Binding site,TRPC4
1,Binding site,TRPC4
2,Binding site,TRPC4
3,Binding site,TRPC4
4,Binding site,TRPC4
5,Binding site,TRPC4
0,Binding site,TRPC5
1,Binding site,TRPC5
2,Binding site,TRPC5
3,Binding site,TRPC5
4,Binding site,TRPC5
5,Binding site,TRPC5
0,PTM - Phosphoserine,TRPC6
1,PTM - Phosphoserine,TRPC6
